"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"218332_at",0.709989593031311,8.43206488599619,2.97507657711616,0.00375835481202284,0.00473229475483443,-2.59608716793515
"218333_at",0.321991210669799,10.5678737361249,2.97420745827232,0.00376805015524068,0.00474423446769285,-2.59843662089483
"218334_at",0.476179136087568,10.5608352472147,2.97413441660377,0.00376886601391646,0.00474499358088595,-2.59863404579997
"218335_x_at",0.444643016071844,9.62309525766704,2.9740065568962,0.0037702945704414,0.00474652394989524,-2.59897962925704
"218336_at",0.502227946043257,8.20429412617537,2.97355180536012,0.00377537949324425,0.00475265698254119,-2.60020864817398
"218337_at",0.507013670566749,5.95103430575629,2.9735038231183,0.00377591638856945,0.00475280812387346,-2.60033831678436
"218338_at",0.358775536518976,6.350288464898,2.97350295153528,0.00377592614176421,0.00475280812387346,-2.6003406721599
"218339_at",0.54656612108459,7.28215395406681,2.97252816102416,0.00378684883166011,0.00476628742181892,-2.60297460271417
"218340_s_at",0.776746407649276,9.36151267249806,2.97194162833361,0.00379343508680658,0.00477430748598198,-2.60455910114422
"218341_at",0.4373857639183,10.6540091206624,2.9718634061463,0.0037943142537087,0.004775144273997,-2.60477039640399
"218342_s_at",0.47104109276006,7.43252530202947,2.97175916659652,0.00379548613153965,0.00477634932338047,-2.60505196317592
"218343_s_at",0.615570696974251,9.07355451306293,2.9713779101209,0.00379977512687411,0.0047814766857994,-2.60608172559035
"218344_s_at",0.491226168148042,7.86900933324445,2.97093567685647,0.00380475569736131,0.00478747366899893,-2.6072760488851
"218345_at",0.485605555815771,6.4908454269706,2.97036316116408,0.00381121250727828,0.00479532740257944,-2.60882200483218
"218346_s_at",0.451448708493644,9.72335494513726,2.9702419015224,0.00381258136718057,0.00479677887216333,-2.60914940917751
"218347_at",0.610171710649921,9.11059048105821,2.96957515729196,0.00382011613933045,0.00480598734940721,-2.61094944111305
"218348_s_at",0.460300725985392,9.23480213547182,2.96948338220064,0.00382115435158624,0.00480702209769074,-2.61119718349789
"218349_s_at",0.320303231474144,8.3860598548819,2.96896694504773,0.00382700144521543,0.00481410597288785,-2.61259116339997
"218350_s_at",0.445747013147826,8.72722955331854,2.96892943746981,0.00382742642719488,0.00481436878787375,-2.61269239703892
"218351_at",0.686443692234454,9.64113005756488,2.96875015390296,0.00382945841321581,0.00481665284611018,-2.61317627218489
"218352_at",0.524468449847505,7.96851569355681,2.96824613170539,0.00383517630133128,0.0048235724740399,-2.61453646828707
"218353_at",0.326589416161362,9.34500995215059,2.96788791894599,0.0038392448446558,0.00482841702638364,-2.61550305586045
"218354_at",0.553678674767315,9.12320183944935,2.96747684025575,0.00384391874608652,0.00483402231610395,-2.61661217698966
"218355_at",0.498607080632461,8.58288779954506,2.96740930423088,0.0038446871227436,0.00483471575373,-2.61679438220278
"218356_at",0.770896598386025,7.68231669801421,2.96723963658333,0.00384661810598633,0.00483687101493671,-2.61725211297648
"218357_s_at",0.484365922087962,9.20129701702174,2.96648131948295,0.00385525944725821,0.00484733259437721,-2.61929764480637
"218358_at",0.399945534063062,9.2649499128007,2.96647136905628,0.003855372955623,0.00484733259437721,-2.61932448285837
"218359_at",0.437537081167733,9.81939197023334,2.96638639752429,0.00385634238447426,0.00484805270323269,-2.61955366302855
"218360_at",0.58047163668293,9.2439541438618,2.96638302762639,0.00385638083582998,0.00484805270323269,-2.61956275200609
"218361_at",0.565950864556323,7.72770938880416,2.96633927715579,0.00385688007149535,0.00484840678286872,-2.61968075096823
"218362_s_at",0.460808442100652,8.15113585114841,2.96549049644281,0.00386657730954011,0.00486032279508559,-2.62196970664518
"218363_at",0.619447911085345,8.18696675116751,2.96539932291363,0.00386762029653668,0.0048613596044521,-2.62221554758706
"218364_at",0.370941518396866,6.96207243169601,2.96490645415628,0.00387326300889501,0.00486817754115897,-2.6235444150296
"218365_s_at",0.456336471941331,8.63364245862948,2.96444440175637,0.00387855981736359,0.00487455997802103,-2.62479003122626
"218366_x_at",0.564441002815321,8.82451806983962,2.96438002243918,0.00387929837025893,0.00487521321890924,-2.62496357448895
"218367_x_at",0.370628367032085,8.8504181195947,2.96325829218171,0.00389218760759212,0.00489113560004372,-2.62798685578321
"218368_s_at",0.595700885608853,9.7390288406605,2.9630975394462,0.00389403797267821,0.00489318491767826,-2.62842003879255
"218369_s_at",0.399198561262857,7.43354175589226,2.96303329736692,0.00389477766656736,0.00489383843149434,-2.62859314757656
"218370_s_at",0.683036526411764,9.10008194231002,2.96271976822006,0.00389838955503665,0.00489810061769843,-2.62943794917398
"218371_s_at",0.573596623744881,8.87323769200925,2.96261717886437,0.00389957206655517,0.00489931012398787,-2.62971435938932
"218372_at",0.501694542550075,8.88189344276981,2.96257843101461,0.00390001878559783,0.00489959511752136,-2.62981875708094
"218373_at",0.710701966303209,9.68746814401152,2.96194211844906,0.00390736151542495,0.00490854305153987,-2.63153300327542
"218374_s_at",0.366062674537163,9.10629779799602,2.96188158801228,0.00390806067099567,0.00490896017224259,-2.63169605845237
"218375_at",0.507280477511411,8.66897710676638,2.96187522629597,0.00390813415857755,0.00490896017224259,-2.6317131953049
"218376_s_at",0.421681338291006,4.85490225609544,2.96169002005469,0.00391027413413835,0.00491137131678062,-2.63221208077548
"218377_s_at",0.33190025252499,8.29927620702871,2.9610790777916,0.00391734097337653,0.00491997006593108,-2.63385757935754
"218378_s_at",0.873548863266244,8.42654085101939,2.96082051112651,0.00392033539368624,0.00492345339443784,-2.63455391329091
"218379_at",0.388784287676781,10.5070434107298,2.96053464482457,0.0039236484266614,0.0049273364456321,-2.63532370853772
"218380_at",0.639186712479412,8.79716927006386,2.96008763994715,0.00392883414884789,0.00493357065870823,-2.63652730364288
"218381_s_at",0.511595391975161,9.26381388639587,2.96004090653349,0.00392937667033948,0.00493397387271355,-2.63665312835189
"218382_s_at",0.559961532996699,9.82510788467066,2.9599142875975,0.0039308469189884,0.00493554188853431,-2.63699402807851
"218383_at",0.52736584775768,7.7660901895882,2.95969337066456,0.00393341333463735,0.00493848598916633,-2.63758878030236
"218384_at",0.609508137267384,9.192008910109,2.95954566335912,0.00393513012908012,0.00494036310024747,-2.63798641735846
"218385_at",0.325765608585857,7.20181772541858,2.95940224968885,0.00393679768074077,0.00494217818140544,-2.63837248010385
"218386_x_at",0.402990496856435,8.3586929232934,2.9591813666203,0.00393936728906841,0.0049451254184165,-2.63896705673108
"218387_s_at",0.376815296671436,6.81537172490425,2.95914212980437,0.003939823906308,0.00494542001488628,-2.639072671219
"218388_at",0.453683898644653,8.55808417500837,2.95886088414642,0.00394309832470684,0.00494925139240932,-2.63982967188992
"218389_s_at",0.495082385064393,6.95700311857784,2.95812059597194,0.0039517291854279,0.00495980519538639,-2.64182194885675
"218390_s_at",0.515530972894896,7.51690729450617,2.9578070157931,0.00395539040517556,0.00496412077716289,-2.64266573814349
"218391_at",0.46788675108905,7.93473655290966,2.9575831878168,0.00395800563401227,0.00496712320019686,-2.64326797507565
"218392_x_at",0.50883765042192,5.92904305392451,2.95753469727345,0.00395857241278209,0.00496755471498695,-2.64339843996635
